b1_nummer;politician;vote;law;date;house;pdc_naam;category;district;sum_industry;sum_services;sum_agriculture;industry;services;agriculture;total_pers_taxes;vermogen_tax;income_tax;catholics;geref;hervormd;catholic_pct;geref_pct;hervormd_pct;party_granular;party_simple;birth_date;start_date;tenure;death_date;name_in_elec_combined;turnout;vote_share;soc_share;soc_dum;dsle;vote_share_nc;re;dugobo;fogobo;duprbo;foprbo;dush;fosh;cash;misc;debt;ta11;tl11;nw11;ta0;tl0;nw0;w_deflated;wealth_defl;defw_rb;expected_inheritance_rough;expected_inheritance;father_politician;deflated_eh;amount_of_strikes
00228;Brummelkamp;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Brummelkamp;social;Loosduinen;4471;3523;3485;0,389493858350030;0,3068978539220103;0,30357945725080188;88470;2695;6976;20861;12039;27919;0,34300136470510861;1,97948009668031e-01;0,45905062562686005;protestant;confessional;1839-01-05;1897-09-21;3194;1919-01-15;A. Brummelkamp jr.;0,870628980002234;0,7006253256904638;0;0;370;0,29937467430953624;49276,760;2750,750;13745,0000;21924,000;3880,000;2800,000;1080,000;0,000;10,000;-44853,09000;56382,0000;-3626,3400;52756,060;56382,400;-3626,3400;52756,0600;27804,472524659985;16072,3300194755066;73697,134708942511;47014,22;3917,851666666667;0;3841,7218637462784;1
00150;Bogaardt;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Bogaardt;social;Breda;8606;7065;4041;0,436586850649351;0,3584031821166526;0,20499376176961312;83786;1280;1602;51315;701;4196;0,91288337009891141;1,24706468369743e-02;0,07464598306411442;catholic;confessional;1862-02-19;1906-02-13;128;1918-11-14;W.H. Bogaardt;0,780903034789045;0,6087205966724039;827;1;237;0,23312296806272709;48000,000;12975,000;11192,0000;15993,000;0,000;38735,000;4400,000;1719,000;12791,000;-38991,00000;31852,6900;-22704,7500;9147,940;15936,180;-12542,6800;3393,5000;2157,268932524283;47032,1265232848964;96037,922186245429;NA;NA;0;NA;9
00001;Aalberse;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Aalberse;social;Almelo;13047;4527;5467;0,566251464780175;0,1964710189660919;0,23726483367808479;41091;1356;1890;25309;4356;22911;0,48137933657942783;8,28514911746805e-02;0,43576917224589168;catholic;confessional;1871-03-27;1903-02-24;1213;1948-07-05;mr. P.J.M. Aalberse;0,867760617760618;0,6651791406349611;719;1;370;0,24314675506821368;25000,000;4914,000;10,0000;7382,000;0,000;15983,000;0,000;200,000;5585,000;-16800,82000;59078,2900;-16800,8200;21138,730;29539,140;-100082,3900;19456,5700;7498,501227657759;1871,0513263679195;6908,349758394504;16072,70;2009,087500000000;0;1963,6064396286235;4
00826;van Limburg Stirum;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Limburg Stirum;social;Schiedam;7004;6074;1898;0,467681623931624;0,4055695995293186;0,12672872155374304;75748;674;3605;16446;8043;31853;0,29189592133754572;1,42753185900394e-01;0,56535089276206030;protestant;confessional;1855-11-06;1894-05-16;4418;1909-07-15;mr. O.J.H. graaf van Limburg Stirum;0,855639293139293;0,6070331695331695;917;1;370;0,25214987714987713;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4
01020;Passtoors;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Passtoors;social;Beverwijk;3446;3565;1879;0,387626546681665;0,4009948890591583;0,21134233193551813;82797;1763;7853;30737;3967;28048;0,48981705762366146;6,32171086180520e-02;0,44696583375828658;catholic;confessional;1856-11-17;1901-03-05;1934;1916-05-06;W.C.J. Passtoors;0,925142908991925;0,5340886503677201;490;1;370;0,38650367720135170;0,000;0,000;0,0000;2130,000;0,000;3422,000;85,000;3400,000;11032,000;-714,00000;20070,0100;-393,5900;9323,305;10035,005;-711,7000;9323,3050;6926,597804667689;12530,9105382267444;10241,325563463157;NA;NA;NA;NA;6
00356;Duynstee;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Duynstee;social;Druten;1610;488;912;0,534883720930233;0,1620974407700092;0,30291989054577589;51195;4171;4362;30486;1294;14778;0,65479616822028441;2,77932900897805e-02;0,31741054168993516;catholic;confessional;1858-02-23;1905-06-19;367;1918-12-06;mr. T.J.A. Duijnstee;0,664084390967529;0,6508337544214250;0;0;370;0,32718544719555331;27000,000;0,000;9320,0000;2400,000;7700,000;6840,000;1237,500;260,000;5390,000;-65848,00000;60247,5000;-66547,5000;-6300,000;60247,500;-66547,5000;-6300,0000;-4004,948953853833;-15146,2696668521530;74301,368498883792;NA;NA;NA;NA;0
01458;van Vlijmen;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Vlijmen;social;Veghel;6371;1673;5094;0,484929212970011;0,1273358388744004;0,38771217973680722;37335;2175;3377;45736;6;230;0,99486644044200812;1,30514226050640e-04;0,00500304533194118;catholic;confessional;1843-05-02;1888-05-01;6624;1919-12-17;B.R.F. van Vlijmen;0,249560632688928;1,0000000000000000;0;0;3922;NA;0,000;0,000;0,0000;0,000;0,000;0,000;0,000;0,000;4303,000;-3054,28000;4303,0000;-3054,2800;1248,980;4303,260;-3054,2800;1248,9800;658,260493559410;887,1801691316481;4150,982154712574;NA;NA;0;NA;2
00574;van den Heuvel;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Heuvel;social;Eindhoven;2419;611;664;0,654845695722794;0,1653740404768299;0,17971104424869902;44580;2307;4279;56481;118;949;0,98145895600194621;2,05046222284006e-03;0,01649058177521373;catholic;confessional;1854-12-08;1898-11-22;2767;1920-09-13;V.A.M. van den Heuvel;0,724097446433813;0,9095580678314492;440;1;370;0,09044193216855088;63000,000;11056,000;199,0000;1285,000;0,000;73208,000;0,000;649,000;23123,000;-56369,00000;80765,4650;44345,9950;47515,670;80761,565;-44345,9950;36415,5700;17821,519735274935;42579,3458119856805;123717,352898253172;NA;NA;NA;NA;8
00072;Beckers;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Beckers;social;Sittard;2597;1630;1704;0,437868824818749;0,2748068910183068;0,28726947732584873;30477;2475;16556;47620;1914;4281;0,88488339682244732;3,55662919260429e-02;0,07955031125150980;catholic;confessional;1860-05-02;1903-10-09;986;1923-01-08;J.H.J. Beckers;0,335544340302812;0,8563141454707720;0;0;370;0,14368585452922802;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
01152;Ruys de Beerenbrouck;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Ruijs de Beerenbrouck;social;Gulpen;5996;2238;1671;0,605350832912670;0,2259326836407649;0,16868851812372052;34318;3477;9252;60540;1597;1202;0,95580921707005173;2,52135335259477e-02;0,01897724940400070;catholic;confessional;1873-12-01;1905-09-19;275;1936-04-17;jhr.mr. C.J.M. Ruijs de Beerenbrouck;0,745413170246053;0,6488880141704388;178;1;370;0,31607951190710493;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
01583;van Wijnbergen;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Wijnbergen;social;Elst;7951;4142;3982;0,494618973561431;0,2576592570353192;0,24770224939285301;73500;2070;3350;24864;2469;21497;0,50919516690559086;5,05631783739504e-02;0,44024165472045873;catholic;confessional;1869-03-08;1904-04-19;793;1950-03-01;mr. A.I.M.J. baron van Wijnbergen;0,830361504640938;0,6468913857677903;437;1;370;0,28764044943820227;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9
00153;Bolsius;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Bolsius;social;Roermond;4415;4264;1856;0,419079259610821;0,4047299844383274;0,17616088059213367;45430;2637;6772;48946;412;2983;0,93513689077396300;7,87145832139241e-03;0,05699165090464454;catholic;confessional;1869-03-08;1900-09-18;2102;1951-08-29;mr. F.J. Bolsius;NA;NA;0;0;370;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
01094;Regout;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Regout;social;Helmond;6544;1634;2071;0,638501317201678;0,1594202566061243;0,20205276395166313;32619;2069;3817;52395;230;2822;0,94495644489332165;4,14810539794759e-03;0,05089544970873086;catholic;confessional;1863-06-04;1905-09-19;275;1913-01-18;mr. E.R.H. Regout;NA;NA;0;0;370;NA;142019,000;0,000;35107,0000;16658,000;0,000;218386,000;36459,000;2414,000;15013,000;-75376,00000;423750,6700;-62958,7000;360791,970;423750,670;-62958,7000;360791,9700;328836,001806235290;223495,3519563876616;340580,973742148315;NA;NA;NA;NA;2
01340;Talma;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Talma;social;Tietjerksteradeel;11389;4350;9211;0,456472945891784;0,1743455076550108;0,36916902290051606;53036;963;1051;17;18675;23821;0,00039987768447298;4,39277397501941e-01;0,56032272481358647;protestant;confessional;1864-02-17;1901-09-17;1738;1916-07-12;A.S. Talma;0,924111675126904;0,5322001105583195;3385;1;370;0,26478717523493644;0,000;0,000;44,0000;50881,000;0,000;5881,000;0,000;492,000;3817,000;-4283,93000;61148,8500;-4283,9300;27389,840;30472,990;-3083,1500;27389,8400;20348,836127767921;34380,7167177440497;33472,607088216406;NA;NA;NA;NA;0
00995;Okma;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Okma;social;Sneek;6975;5835;4170;0,410777385159011;0,3436312629003750;0,24557212828402239;80803;1730;3100;6366;9195;26234;0,15231487019978465;2,20002392630697e-01;0,62768273716951783;protestant;confessional;1868-08-27;1901-09-17;1738;1907-10-25;mr. H. Okma;0,848809689544758;0,4707932293395287;0;0;370;0,33521407235313638;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2
00019;van Alphen;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Alphen;social;Ommen;8340;1224;5578;0,550785893541144;0,0808318239975956;0,36836397667321558;28815;2084;1862;9258;10086;29234;0,19058009798674297;2,07624850755486e-01;0,60179505125777100;protestant;confessional;1829-12-01;1884-12-08;7864;1911-07-15;J. van Alphen;0,902574894775935;0,5720244716351501;0;0;370;0,42797552836484987;105745,000;3457,750;3755,0000;52325,910;0,000;1611,950;367,000;321,210;10536,490;-8109,16000;178082,3200;-7956,4000;169925,830;178071,320;-8155,4900;169915,8300;157729,690485883330;118372,0845343664550;125627,193386562518;NA;NA;0;NA;2
01177;de Savornin Lobman;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Savornin Lohman;social;Goes;967;1582;387;0,329359673024523;0,5387678990398284;0,13177302595467114;71280;5843;6260;4218;6272;30248;0,10353969267023416;1,53959448181059e-01;0,74250085914870645;protestant;confessional;1837-05-29;1879-09-15;9775;1924-06-11;jhr.mr. A.F. de Savornin Lohman;0,821752265861027;0,5936975573373112;216;1;370;0,36602647771769525;16466,000;11005,000;19,0000;49000,000;577,000;58904,800;2787,000;2570,000;8729,000;-8623,08000;150267,5200;-8623,0800;141644,440;150331,520;-8623,0800;141708,4400;84837,265703174286;67968,9011106267135;60285,519287190989;NA;NA;1;NA;0
00977;van Nispen tot Sevenaer;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Nispen tot Sevenaer;social;Nijmegen;7806;9539;2764;0,388184395046994;0,4743555553521164;0,13744499717534209;94821;791;1315;53225;1981;12064;0,79121450869629861;2,94484911550468e-02;0,17933700014865467;catholic;confessional;1867-10-02;1901-09-17;1738;1956-10-30;jhr.mr. O.F.A.M. van Nispen tot Sevenaer;0,569731174810634;0,7940064794816415;763;1;370;0,20599352051835856;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2
01510;Wassenaer van Catwijck;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Wassenaer van Catwijck;social;Katwijk;2115;1353;2521;0,353147436967774;0,2259008555170922;0,42089769242108743;97590;3244;6937;22014;9900;24898;0,38748855875519256;1,74258959374780e-01;0,43825248187002747;protestant;confessional;1856-12-26;1888-05-01;6624;1939-11-06;mr. O.J.E. baron van Wassenaer van Catwijck;0,833189602069730;0,8346822541966427;1103;1;370;0,16531774580335731;779423,000;0,000;0,0000;15441,000;1425,000;309414,000;7124,000;1708,000;37496,000;-283800,21000;1152044,9600;-283800,2100;868244,750;1152044,960;-283800,2100;865244,7500;642819,512336347252;74170,1965929639846;226889,967135243118;14816,52;4938,840000000000;1;4946,0493350620482;3
00163;van der Borch van Verwolde;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Borch van Verwolde;social;Ridderkerk;3434;1219;992;0,608325952170062;0,2159200443283333;0,17570507985675174;54284;3582;4418;855;10711;37971;0,01725982598865494;2,16222217736238e-01;0,76651795627510755;protestant;confessional;1842-02-01;1884-07-29;7996;1919-05-11;mr. A.P.R.C. baron van Borch van Verwolde;0,958349502004915;0,5012211668928087;0;0;370;0,49877883310719129;890249,085;5081,000;9920,6250;148455,690;11637,000;9518,260;14536,890;750,000;6271,995;-352374,95000;877446,5100;-532164,9900;345281,520;877446,510;-532164,9900;345281,5200;181976,639955918567;251705,7601771148038;730576,428326692316;388420,22;64736,703333333331;0;64736,7033333333238;0
00430;Fruytier;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Fruytier;social;Hontenisse;1808;443;1447;0,488912925905895;0,1197786475583995;0,39122819434689010;55929;6809;6813;28994;2917;14320;0,62715493932642596;6,30961908675997e-02;0,30974886980597433;catholic;confessional;1852-02-01;1901-09-17;1738;1929-06-20;P.F. Fruijtier;0,873110074890490;0,5486943668911152;260;1;370;0,40860568237805878;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1
00624;van Idsinga;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Idsinga;social;Bodegraven;778;1055;233;0,376573088092933;0,5105555365561260;0,11272991000483087;88191;4611;6614;12133;7884;29185;0,24659566684281123;1,60237388724036e-01;0,59316694443315310;protestant;confessional;1854-07-13;1901-09-17;1738;1921-02-22;mr. J.W.H.M. van Idsinga;0,912809964575477;0,6103191623565031;330;1;370;0,34805096505613725;0,000;6605,000;1478,0000;5361,250;24293,000;27352,000;1355,000;7783,000;8453,000;-2854,46000;73479,8000;-2854,4600;70625,370;73479,830;-2854,4600;70625,0000;31788,209207725828;41560,5327812810574;37553,253556394578;339025,68;339025,679999999993;1;362707,6463243793696;0
00293;van Dedem;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Dedem;social;Zwolle;8565;7504;4656;0,413268998793727;0,3620675690566099;0,22464780807428289;105644;1198;1839;12705;5166;31908;0,25522810823841380;1,03778701862231e-01;0,64099318989935516;protestant;confessional;1838-02-07;1879-09-15;9775;1931-03-01;A. baron van Dedem;0,887080798075563;0,5471945035170948;374;1;370;0,39162440700147222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
00196;Brants;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Brants;social;Ede;11431;3380;7589;0,510312500000000;0,1508894196090650;0,33878464263142671;52889;1755;3697;1928;9643;43466;0,03503097915947453;1,75209404582372e-01;0,78975961625815361;protestant;confessional;1853-06-11;1903-03-11;1198;1929-11-29;dr. M.A. Brants;0,689884649511979;0,6736035049288062;207;1;370;0,28105147864184010;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5
00849;Lucasse;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Lucasse;social;Middelburg;4892;8019;568;0,362934935826100;0,5949094210688807;0,04213663028907627;111681;4850;6562;7404;10476;37242;0,13432023511483615;1,90051159246762e-01;0,67562860563840210;protestant;confessional;1852-02-09;1888-05-01;6624;1926-03-10;mr. C. Lucasse;0,910829417549995;0,5069739235900546;523;1;370;0,42959369314736201;377863,060;15490,000;0,0000;19070,000;0,000;10985,000;0,000;20750,000;9232,000;-11454,61000;453392,0600;-11454,6100;219929,790;226696,030;-6766,3000;219929,7200;131666,371400777018;155199,4006464424892;157293,701854865416;NA;NA;0;NA;4
00245;van Bylandt;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Bylandt;social;Apeldoorn;12464;6320;8585;0,455405751032190;0,2309143498219553;0,31366819113652034;58966;783;2170;5632;8125;49655;0,08881599697218193;1,28130322336466e-01;0,78305368069135184;protestant;confessional;1841-12-04;1882-11-08;8625;1924-07-04;mr. W.K.F.P. graaf van Bylandt;0,858157627691961;0,5513161393246477;381;1;370;0,39803243818133482;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
01454;van Vliet;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Vliet;social;Doetinchem;11198;2923;7176;0,525801756115885;0,1372459893796198;0,33693837600457432;53051;1703;2565;19750;5209;33420;0,33830658284657156;8,92272906353312e-02;0,57246612651809725;protestant;confessional;1858-02-12;1901-09-17;1738;1941-12-19;P. van Vliet;0,961456696552362;0,5671959721146398;428;1;370;0,39136328427575517;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
01215;Schokking;0;Arbeidscontractwet 1907;1906-06-21;Tweede Kamer;Schokking;social;Harlingen;8403;5769;5207;0,433613705557562;0,2976867185592069;0,26868277579710548;73904;873;1849;6012;8250;20888;0,17103840682788052;2,34708392603129e-01;0,59425320056899000;protestant;confessional;1864-05-10;1901-11-19;1675;1941-07-15;mr. J. Schokking;0,917119375957654;0,5588776448942042;600;1;370;0,34912603495860167;0,000;750,000;0,0000;646,000;0,000;182,000;0,000;2629,000;100,000;-1526,00000;4281,0000;-1526,0000;2754,000;4281,000;-1526,0000;2754,0000;1806,609346490990;742,6602669277187;842,046904955089;NA;NA;0;NA;1
01293;A.P. Staalman;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Staalman;social;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;protestant;confessional;1858-11-02;1894-11-27;8991;1938-03-06;A.P. Staalman;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00940;de Monté ver Loren;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Monté VerLoren;social;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;protestant;confessional;1861-03-24;1909-11-10;3530;1925-04-30;F.H. de MontÃ© ver Loren;NA;NA;NA;NA;NA;NA;5,000;21383,000;2616,0000;19837,000;2647,000;25285,300;1305,000;507,000;8099,000;-2723,31000;80113,6600;-18043,6500;62070,010;80113,660;-18043,6500;62070,0100;37159,748075475851;32902,3480982836336;29190,172816056915;NA;NA;0;NA;NA
01583;van Wijnbergen;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Wijnbergen;social;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;catholic;confessional;1869-03-08;1904-04-19;5561;1950-03-01;mr. A.I.M.J. baron van Wijnbergen;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01215;Schokking;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Schokking;social;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;protestant;confessional;1864-05-10;1901-11-19;6443;1941-07-15;mr. J. Schokking;NA;NA;NA;NA;NA;NA;0,000;750,000;0,0000;646,000;0,000;182,000;0,000;2629,000;100,000;-1526,00000;4281,0000;-1526,0000;2754,000;4281,000;-1526,0000;2754,0000;1806,609346490990;525,4969252515200;701,159470144384;NA;NA;0;NA;NA
00540;Heemskerk;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Heemskerk;social;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;protestant;confessional;1852-07-20;1888-05-01;11392;1932-06-12;mr. Th. Heemskerk;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01375;Treub;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Treub;social;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1858-11-30;1904-11-08;5358;1931-07-24;mr. M.W.F. Treub;NA;NA;NA;NA;NA;NA;44400,000;560,000;3650,0000;7292,000;0,000;42017,500;3825,000;21,000;2337,000;-33157,93000;104107,3600;-33157,9300;35474,720;104107,360;-33157,9300;70949,4500;46542,461708945135;32010,8285776107768;40358,818687624182;10328,94;2582,235000000000;1;2586,0043461063628;NA
00059;Bakker;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Bakker;social;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;protestant;confessional;1873-07-03;1918-10-30;254;1956-09-26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01189;Schaper;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Schaper;social;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1868-02-12;1899-04-25;7381;1934-08-31;J.H.A. Schaper;NA;NA;NA;NA;NA;NA;4380,530;0,000;0,0000;0,000;0,000;0,000;0,000;0,000;0,000;-520,23000;4380,5300;-520,2300;3860,180;4380,530;-520,2300;3860,3000;2867,947091700399;717,5464663474002;958,945065122472;0,00;0,000000000000;0;0,0000000000000;NA
00689;Ketelaar;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Ketelaar;social;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1864-05-06;1897-09-21;7962;1936-06-27;T.M. Ketelaar;NA;NA;NA;NA;NA;NA;0,000;0,000;0,0000;0,000;0,000;0,000;0,000;0,000;4134,680;-4743,08000;4134,6800;-4743,0800;-608,380;4134,700;-4743,0800;-608,3800;-468,935500608033;-131,3201534304769;1712,254361456560;0,00;0,000000000000;0;0,0000000000000;NA
01140;Rugge;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Rugge;social;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1872-09-10;1918-09-17;297;1950-02-07;E. Rugge;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00357;J.E.W. Duijs;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Duijs;social;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1877-02-21;1909-09-21;3580;1941-09-16;J.E.W. Duijs;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00488;Groeneweg;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Groeneweg;social;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1875-03-04;1918-09-17;297;1940-10-19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00557;Helsdingen;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Helsdingen;social;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1850-03-29;1901-09-17;6506;1921-08-20;W.P.G. Helsdingen;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
00702;Kleerekoper;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Kleerekoper;social;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1880-09-22;1913-09-16;2124;1943-04-14;A.B. Kleerekoper;NA;NA;NA;NA;NA;NA;0,000;1360,000;0,0000;1000,000;0,000;3336,000;0,000;0,000;12,000;0,00000;5708,0000;0,0000;5708,000;5708,000;0,0000;5708,0000;3087,502256949497;668,5080673336487;392,609225055867;NA;NA;0;NA;NA
01500;van der Waerden;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Waerden;social;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1876-08-21;1918-09-17;297;1940-06-12;T. van der Waerden;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
01007;Ossendorp;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Ossendorp;social;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;socialist;socialist;1863-03-15;1918-09-17;297;1941-04-16;NA;NA;NA;NA;NA;NA;NA;0,000;7960,000;0,0000;975,000;0,000;0,000;0,000;106,000;549,000;-441,55000;9592,8300;-441,5500;4275,650;9592,830;-441,5500;4275,5400;2804,731490666698;1800,8600072401889;958,495133506930;NA;NA;0;NA;NA
00154;Bomans;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Bomans;social;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;catholic;confessional;1885-05-11;1916-12-13;940;1941-03-20;mr. J.B. Bomans;NA;NA;NA;NA;NA;NA;92000,000;2710,000;0,0000;9113,000;0,000;50531,000;0,000;1000,000;6250,000;-31197,82000;161607,4800;27147,8200;62917,830;78776,400;-15860,9100;62915,4900;41272,226678671163;10604,2177857166353;22442,019591230903;NA;NA;0;NA;NA
00354;Duymaer van Twist;1;Arbeidswet 1919;1919-07-11;Tweede Kamer;Duymaer van Twist;social;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;protestant;confessional;1865-11-09;1901-09-17;6506;1961-08-07;L.F. Duymaer van Twist;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
