b1_nummer;politician;vote;law;date;house;pdc_naam;category;district;sum_industry;sum_services;sum_agriculture;industry;services;agriculture;total_pers_taxes;vermogen_tax;income_tax;catholics;geref;hervormd;catholic_pct;geref_pct;hervormd_pct;party_granular;party_simple;birth_date;start_date;tenure;death_date
01067;Pijnacker Hordijk;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Pijnacker Hordijk;social;'s-Gravenhage III;24192;49146;3829;0,313501885521013;0,6368758710098046;0,04961904496952533;525337;130;666;63164;7822;111627;0,34588994211803104;4,28337522520302e-02;0,61127630562993873;liberal;liberal;1842-04-27;1891-09-15;3118;1918-08-09
00525;Hartogh;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Hartogh;social;Amsterdam III;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;120033;22297;212234;0,33853690730023350;6,28856849539152e-02;0,59857740774585122;liberal;liberal;1844-12-29;1886-07-14;5007;1901-02-13
01075;van Raalte;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Raalte;social;Rotterdam V;35562;77919;1307;0,309805903056069;0,6788060572697183;0,01138610955462167;511721;66;440;84898;19902;181041;0,29701127549931605;6,96261208154184e-02;0,63336260368526553;liberal;liberal;1841-04-30;1897-09-21;920;1921-03-23
01191;Schepel;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Schepel;social;Appingedam;1267;1406;746;0,370576191868968;0,4111867867699362;0,21814257508357257;89280;4007;5185;1426;11366;30045;0,03328897915353549;2,65331372411700e-01;0,70137964843476430;liberal;liberal;1833-11-23;1874-04-29;9466;1909-03-02
00727;Kolkman;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kolkman;social;Rheden;5075;2786;2648;0,482919402416976;0,2650939176899500;0,25195656419582202;78697;1748;3344;31457;1729;15265;0,64925388536872308;3,56855379661927e-02;0,31506057666508430;catholic;confessional;1853-03-09;1884-05-06;5806;1924-02-19
00802;Lely;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Lely;social;Lochem;1923;443;1510;0,496130030959752;0,1142784579528168;0,38951554086875390;51769;3198;4448;12209;505;29080;0,29212327128295928;1,20830741254726e-02;0,69579365459156817;liberal;liberal;1854-09-23;1894-05-16;2144;1929-01-22
00469;Goeman Borgesius;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Goeman Borgesius;social;Zutphen;9106;6559;2376;0,504739205143839;0,3635506070481441;0,13169367838372203;100577;1504;3403;13417;1480;39010;0,24889160962398205;2,74546904854657e-02;0,72365369989055228;liberal;liberal;1847-01-11;1877-11-19;8166;1917-01-18
00704;De Klerk;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Klerk;social;Rotterdam II;35562;77919;1307;0,309805903056069;0,6788060572697183;0,01138610955462167;511721;66;440;84898;19902;181041;0,29701127549931605;6,96261208154184e-02;0,63336260368526553;liberal;liberal;1852-01-06;1897-09-21;920;1920-07-23
00553;Heldt;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Heldt;social;Amsterdam VII;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;120033;22297;212234;0,33853690730023350;6,28856849539152e-02;0,59857740774585122;liberal;liberal;1841-09-01;1885-11-24;5239;1914-01-13
01391;Veegens;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Veegens;social;Hoogezand;5455;2097;3476;0,494649981864345;0,1901438107877622;0,31517810736203289;55623;1643;2311;1938;7141;26474;0,05451016791831912;2,00855061457542e-01;0,74463477062413852;liberal;liberal;1845-01-22;1881-11-15;6709;1910-12-27
01384;Tijdeman;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Tydeman;social;Tiel;1826;2073;412;0,423567617722106;0,4808156673749029;0,09554942859983154;60458;3748;3829;5776;1181;38703;0,12650021901007447;2,58650897941305e-02;0,84763469119579504;liberal;liberal;1854-03-06;1891-12-14;3028;1916-11-04
01113;Rink;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Rink;social;Arnhem;7583;13136;1247;0,345215332787035;0,5980057160729181;0,05676711536292027;211668;112;559;22781;1880;26288;0,44713340791772166;3,68996447427820e-02;0,51596694733949633;liberal;liberal;1851-08-13;1891-09-15;3118;1941-08-06
01339;Tak van Poortvliet;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Tak van Poortvliet;social;Beverwijk;3446;3565;1879;0,387626546681665;0,4009948890591583;0,21134233193551813;82797;1763;7853;21879;1442;21492;0,48822886216053374;3,21781625867494e-02;0,47959297525271682;liberal;liberal;1839-06-21;1865-03-15;12798;1904-01-26
00264;Conrad;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Conrad;social;'s-Gravenhage II;24192;49146;3829;0,313501885521013;0,6368758710098046;0,04961904496952533;525337;130;666;63164;7822;111627;0,34588994211803104;4,28337522520302e-02;0,61127630562993873;liberal;liberal;1825-05-26;1891-09-15;3118;1902-08-12
00468;Goekoop;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Goekoop;social;Brielle;0;0;0;NA;NA;NA;60728;4651;8620;2011;6388;35293;0,04602673258262381;1,46205254966584e-01;0,80776801245079188;liberal;liberal;1845-04-16;1884-11-17;5611;1911-10-07
00684;van Kerkwijk;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kerkwijk;social;Zierikzee;1136;1354;465;0,384433164128596;0,4581468267904371;0,15731554959920382;72131;7190;8143;2589;4732;36051;0,05969288942174674;1,09102646868948e-01;0,83120446370930556;liberal;liberal;1830-12-19;1863-03-04;13540;1901-05-21
01609;Zijlma;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Zijlma;social;Zuidhorn;2986;1000;2452;0,463808636222429;0,1553165521655417;0,38082699913209367;71785;4426;5148;1422;15459;24412;0,03443682948683796;3,74373380476110e-01;0,59118979003705230;liberal;liberal;1842-09-23;1891-03-03;3314;1922-06-12
01385;Tijdens;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Tijdens;social;Winschoten;3074;2556;1519;0,429990208420758;0,3575110188505374;0,21245386659942847;73652;2868;3739;703;4241;39112;0,01595696386417287;9,62638460141638e-02;0,88777919012166340;liberal;liberal;1858-10-07;1891-09-15;3118;1904-05-28
01179;Schaafsma;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Schaafsma;social;Dokkum;9146;3369;7891;0,448201509359992;0,1650948742638522;0,38668836839273130;55594;1403;2442;887;15358;21350;0,02359356297379970;4,08511770182205e-01;0,56789466684399525;socialist;socialist;1858-06-29;1894-05-16;2144;1914-03-24
00609;Houwing;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Houwing;social;Weststellingwerf;7880;3092;5762;0,470897573801841;0,1847683155879332;0,34431542034921037;41045;1449;1690;2416;5267;32355;0,06034267445926370;1,31550027473900e-01;0,80810729806683645;liberal;liberal;1831-03-01;1891-09-15;3118;1907-02-04
00348;Drucker;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Drucker;social;Groningen;7845;17281;519;0,305907584324430;0,6738465145346280;0,02023708998354999;156159;136;562;8484;5226;40242;0,15725088967971529;9,68638790035587e-02;0,74588523131672613;socialist;socialist;1857-08-11;1894-05-16;2144;1917-09-05
01180;Schaepman;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Schaepman;social;Almelo;13047;4527;5467;0,566251464780175;0,1964710189660919;0,23726483367808479;41091;1356;1890;23934;3314;21482;0,49115534578288528;6,80073876462138e-02;0,44083726657090089;catholic;confessional;1844-03-02;1880-07-15;7197;1903-01-21
00731;Kool;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kool;social;Enkhuizen;1063;1078;846;0,355875460328088;0,3608542286023719;0,28315937437886962;90362;6144;9738;16850;4568;20302;0,40388302972195583;1,09491850431448e-01;0,48662511984659634;liberal;liberal;1837-03-05;1897-11-09;871;1914-03-07
00404;Ferf;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Ferf;social;Hoorn;3402;4742;1451;0,354559666492965;0,4941974755089006;0,15121122026022443;101901;3306;8711;13461;1330;23509;0,35146214099216710;3,47258485639687e-02;0,61381201044386424;liberal;liberal;1854-01-09;1891-10-02;3101;1916-04-29
00144;de Boer;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Boer;social;Zaandam;4397;5264;465;0,434228718151294;0,5198275998348473;0,04591706424400106;76592;1708;7072;6923;3581;31882;0,16333223234086727;8,44854433067522e-02;0,75218232435238053;liberal;liberal;1852-10-10;1894-05-16;2144;1936-08-05
01551;Willinge;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Willinge;social;Assen;3979;4169;2073;0,389296546326191;0,4078701905433395;0,20280191107155071;54898;3083;3662;2439;4416;39561;0,05254653567735263;9,51396070320579e-02;0,85231385729058939;liberal;liberal;1849-12-21;1894-05-16;2144;1926-02-24
01069;Pyttersen;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Pyttersen;social;Leeuwarden;7567;10928;3173;0,349224663097656;0,5043300662498856;0,14643137404505072;119001;455;1622;6287;4536;29702;0,15513880320789636;1,11930906847625e-01;0,73293028994447873;liberal;liberal;1845-05-24;1891-09-15;3118;1919-09-10
00889;Mees;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Mees;social;Rotterdam IV;35562;77919;1307;0,309805903056069;0,6788060572697183;0,01138610955462167;511721;66;440;84898;19902;181041;0,29701127549931605;6,96261208154184e-02;0,63336260368526553;liberal;liberal;1834-07-05;1873-10-04;9673;1915-06-04
00714;Knijff;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Knijff;social;Bodegraven;778;1055;233;0,376573088092933;0,5105555365561260;0,11272991000483087;88191;4611;6614;10804;6480;27211;0,24281379930329247;1,45634340937184e-01;0,61155185975952353;socialist;socialist;1836-05-13;1894-05-16;2144;1908-04-08
00297;van Deinse;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Deinse;social;Hontenisse;1808;443;1447;0,488912925905895;0,1197786475583995;0,39122819434689010;55929;6809;6813;26465;3288;14645;0,59608540925266906;7,40573899725213e-02;0,32985720077480968;liberal;liberal;1841-03-26;1894-05-16;2144;1908-06-09
00243;C.J.E. Van Bylandt;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Bylandt;social;Gouda;3846;4349;287;0,453430794623909;0,5127054378172510;0,03383250568149338;76612;2080;4236;9131;4600;36775;0,18079040114045855;9,10782877281907e-02;0,72813131113135077;liberal;liberal;1840-01-08;1894-05-16;2144;1902-07-18
00438;Geertsema;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Geertsema;social;Amsterdam VI;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;120033;22297;212234;0,33853690730023350;6,28856849539152e-02;0,59857740774585122;liberal;liberal;1845-03-31;1888-05-01;4350;1902-08-07
01101;Rethaan Macaré;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Rethaan Macaré;social;Haarlem;8511;14507;840;0,356735686143013;0,6080469061937175;0,03520689215371447;125812;98;615;24373;2108;27648;0,45027619205970920;3,89440041382623e-02;0,51077980380202848;liberal;liberal;1842-11-21;1896-11-10;1235;1932-08-29
00461;Van Gilse;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Gilse;social;Sneek;6975;5835;4170;0,410777385159011;0,3436312629003750;0,24557212828402239;80803;1730;3100;6362;7742;26668;0,15603845776513292;1,89885215343863e-01;0,65407632689100359;socialist;socialist;1843-07-20;1897-11-16;864;1915-04-24
01120;Roessingh;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Roessingh;social;Emmen;10357;1547;4751;0,621855298709096;0,0928815515529880;0,28524744059698359;27624;2491;2114;6337;7886;41752;0,11321125502456454;1,40884323358642e-01;0,74590442161679316;liberal;liberal;1840-02-08;1891-09-15;3118;1916-12-19
01411;Verhey;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Verheij;social;Rotterdam III;35562;77919;1307;0,309805903056069;0,6788060572697183;0,01138610955462167;511721;66;440;84898;19902;181041;0,29701127549931605;6,96261208154184e-02;0,63336260368526553;liberal;liberal;1851-07-21;1897-09-21;920;1913-05-04
00689;Ketelaar;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Ketelaar;social;Amsterdam V;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;120033;22297;212234;0,33853690730023350;6,28856849539152e-02;0,59857740774585122;socialist;socialist;1864-05-06;1897-09-21;920;1936-06-27
00983;Nolting;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Nolting;social;Amsterdam VIII;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;120033;22297;212234;0,33853690730023350;6,28856849539152e-02;0,59857740774585122;socialist;socialist;1852-07-23;1897-09-21;920;1923-07-06
00893;Meesters;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Meesters;social;Steenwijk;4616;1705;3215;0,484060402684564;0,1787870654636217;0,33712002315920586;40771;3551;3874;2191;6697;29876;0,05652151480755340;1,72763388711175e-01;0,77071509648127123;liberal;liberal;1850-09-02;1894-05-16;2144;1904-01-05
00568;Hesselink van Suchtelen;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Hesselink van Suchtelen;social;Doetinchem;11198;2923;7176;0,525801756115885;0,1372459893796198;0,33693837600457432;53051;1703;2565;17135;4000;28870;0,34266573342665735;7,99920007999200e-02;0,57734226577342262;liberal;liberal;1852-10-11;1894-05-16;2144;1934-05-10
00462;Gleichman;1;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Gleichman;social;Amsterdam IV;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;120033;22297;212234;0,33853690730023350;6,28856849539152e-02;0,59857740774585122;liberal;liberal;1834-07-19;1880-09-21;7129;1906-04-30
00065;Van Basten Batenburg;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Basten Batenburg;social;Elst;7951;4142;3982;0,494618973561431;0,2576592570353192;0,24770224939285301;73500;2070;3350;23772;1604;20597;0,51708611576360042;3,48900441563526e-02;0,44802384008004698;catholic;confessional;1862-11-13;1894-09-18;2019;1936-10-02
00163;Van der Borch van Verwolde;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Borch van Verwolde;social;Ridderkerk;3434;1219;992;0,608325952170062;0,2159200443283333;0,17570507985675174;54284;3582;4418;611;9031;35684;0,01348012178440630;1,99245466178352e-01;0,78727441203724124;protestant;confessional;1842-02-01;1884-07-29;5722;1919-05-11
00763;Van der Kun;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kun;social;Zevenbergen;3071;1533;1618;0,493571198971392;0,2463642561392982;0,26001408009696370;62479;2338;3177;30879;3446;11562;0,67293568984679752;7,50975221740362e-02;0,25196678797916622;catholic;confessional;1853-11-19;1892-12-13;2663;1914-09-27
00596;'t Hooft;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Hooft;social;Haarlemmermeer;7122;2425;5719;0,466526922573038;0,1588448771510740;0,37460800017822210;104552;1663;5191;21926;6786;18853;0,46096920004204767;1,42667928098392e-01;0,39636287185956054;protestant;confessional;1840-02-03;1894-05-16;2144;1933-07-12
00228;Brummelkamp;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Brummelkamp;social;Loosduinen;4471;3523;3485;0,389493858350030;0,3068978539220103;0,30357945725080188;88470;2695;6976;17475;10086;22235;0,35093180175114469;2,02546389268214e-01;0,44652180898064103;protestant;confessional;1839-01-05;1897-09-21;920;1919-01-15
01189;Schaper;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Schaper;social;Veendam;10303;5554;5056;0,492660067900349;0,2655701795140500;0,24175473123178523;54378;1502;2533;5294;6460;32638;0,11925572175166696;1,45521715624437e-01;0,73522256262389618;socialist;socialist;1868-02-12;1899-04-25;339;1934-08-31
00036;H.M.J. Van Asch van Wijck;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Asch van Wijck;social;Wijk bij Duurstede;2042;911;532;0,585939741750359;0,2613620825161742;0,15261712689525606;89282;7346;8584;20268;2881;24081;0,42913402498412034;6,09993648105018e-02;0,50986661020537793;protestant;confessional;1850-08-28;1897-09-21;920;1910-04-09
00904;Merkelbach;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Merckelbach;social;Gulpen;5996;2238;1671;0,605350832912670;0,2259326836407649;0,16868851812372052;34318;3477;9252;48128;119;800;0,98126287030807180;2,42624421473281e-03;0,01631088547719534;catholic;confessional;1861-06-08;1897-09-21;920;1926-10-30
00543;Van Heemstra;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Heemstra;social;Hilversum;6177;5759;787;0,485498703136053;0,4526275445975080;0,06185191975875200;87517;2333;9059;20682;4270;32100;0,36251139311505298;7,48440019631214e-02;0,56264460492182566;protestant;confessional;1842-09-30;1897-09-21;920;1911-12-20
00750;Krap;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Krap;social;'s-Gravenhage I;24192;49146;3829;0,313501885521013;0,6368758710098046;0,04961904496952533;525337;130;666;63164;7822;111627;0,34588994211803104;4,28337522520302e-02;0,61127630562993873;protestant;confessional;1858-04-14;1897-09-21;920;1933-04-25
01079;De Ram;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Ram;social;Bergen op Zoom;7494;5993;3788;0,433806078147612;0,3469087993548062;0,21926650161389591;70891;1477;3005;47092;454;3333;0,92556850567031579;8,92313135085202e-03;0,06550836297883213;catholic;confessional;1842-10-29;1888-05-01;4350;1917-07-04
00318;Dobbelmann;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Dobbelmann;social;Nijmegen;7806;9539;2764;0,388184395046994;0,4743555553521164;0,13744499717534209;94821;791;1315;42476;369;11585;0,78037846775675179;6,77934962336947e-03;0,21284218261987875;catholic;confessional;1830-08-08;1889-07-09;3916;1912-12-18
01378;Truijen;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Truijen;social;Weert;6963;2019;5321;0,486820946654548;0,1411543930004038;0,37200352310432955;23863;4693;4783;46374;31;219;0,99463795470144123;6,64893617021277e-04;0,00469715168153741;catholic;confessional;1838-03-24;1894-05-16;2144;1919-11-14
01085;De Ras;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Ras;social;Maastricht;8328;6583;535;0,539168716819889;0,4261796074898287;0,03463463456646110;84681;674;2459;49158;10;1027;0,97934057177009659;1,99223030182289e-04;0,02046020519972109;catholic;confessional;1847-06-13;1892-07-20;2809;1920-05-04
00087;Van den Berch van Heemstede;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Berch van Heemstede;social;Oosterhout;9369;2781;3495;0,598849472674976;0,1777496679261805;0,22338296714475489;53602;2326;3044;44546;471;3419;0,91968783549426047;9,72417210339417e-03;0,07058799240234537;catholic;confessional;1860-04-16;1891-09-15;3118;1917-10-24
00826;Van Limburg Stirum;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Limburg Stirum;social;Schiedam;7004;6074;1898;0,467681623931624;0,4055695995293186;0,12672872155374304;75748;674;3605;14667;5508;29281;0,29656664509867359;1,11371724361048e-01;0,59206163054027827;protestant;confessional;1855-11-06;1894-05-16;2144;1909-07-15
00522;Harte van Tecklenburg;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Harte van Tecklenburg;social;Grave;1843;713;875;0,537161177499271;0,2077786037308542;0,25497232904954187;47633;6275;5396;44594;1;630;0,98604754007739093;2,21116639027087e-05;0,01393034825870647;catholic;confessional;1853-10-15;1888-05-01;4350;1937-07-04
00678;Van Kempen;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kempen;social;Leiden;9351;11298;502;0,442106756181741;0,5341479764347226;0,02373300697553879;118844;92;482;13847;3479;31392;0,28422759554989940;7,14109774621290e-02;0,64436142698797161;protestant;confessional;1843-01-30;1897-09-21;920;1902-10-28
00676;Van Karnebeek;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Karnebeek;social;Utrecht I;13291;23050;1186;0,354171663069257;0,6142186282188012;0,03160309632713359;247185;91;593;35993;5555;52349;0,38332428086094333;5,91605695602628e-02;0,55751514957879378;liberal;liberal;1836-09-14;1891-03-03;3314;1925-10-09
00114;De Bieberstein Rogalla Zawadsky;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Bieberstein Rogalla Zawadsky;social;Sittard;2597;1630;1704;0,437868824818749;0,2748068910183068;0,28726947732584873;30477;2475;16556;42261;1728;3603;0,88798537569339397;3,63086232980333e-02;0,07570600100857287;catholic;confessional;1854-01-24;1897-02-16;1137;1929-03-22
00923;Michiels van Verduynen;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Michiels van Verduynen;social;Breda;8606;7065;4041;0,436586850649351;0,3584031821166526;0,20499376176961312;83786;1280;1602;45806;146;5120;0,89689066416040097;2,85870927318296e-03;0,10025062656641603;catholic;confessional;1855-08-23;1888-05-01;4350;1929-02-04
01238;Seret;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Seret;social;Gorinchem;2534;3316;926;0,373966942148760;0,4893472550624816;0,13664138659253661;85197;5136;7625;6353;7138;36323;0,12753442807242943;1,43293050146545e-01;0,72917252178102543;protestant;confessional;1845-08-30;1880-10-04;7116;1912-12-23
01422;Vermeulen;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Vermeulen;social;Helmond;6544;1634;2071;0,638501317201678;0,1594202566061243;0,20205276395166313;32619;2069;3817;45497;148;2431;0,94635577003078464;3,07845910641484e-03;0,05056577086280056;catholic;confessional;1846-01-11;1880-06-29;7213;1913-10-09
01376;Troelsta;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Troelstra;social;Tietjerksteradeel;11389;4350;9211;0,456472945891784;0,1743455076550108;0,36916902290051606;53036;963;1051;35;17119;23712;0,00085645769099006;4,18905691773112e-01;0,58023785053589783;socialist;socialist;1860-04-20;1897-09-21;920;1930-05-12
01604;Van der Zwaag;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Zwaag;social;Schoterland;9983;5087;6676;0,459072932953187;0,2339231404496380;0,30698920526470042;53936;424;633;1312;4688;31543;0,03494659457155794;1,24870148895933e-01;0,84018325653250947;socialist;socialist;1858-05-04;1897-09-21;920;1923-04-22
01446;De Visser;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Visser;social;Rotterdam I;35562;77919;1307;0,309805903056069;0,6788060572697183;0,01138610955462167;511721;66;440;84898;19902;181041;0,29701127549931605;6,96261208154184e-02;0,63336260368526553;protestant;confessional;1857-02-09;1897-09-21;920;1932-04-14
00293;Van Dedem;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Dedem;social;Zwolle;8565;7504;4656;0,413268998793727;0,3620675690566099;0,22464780807428289;105644;1198;1839;12002;3763;29891;0,26287892062379536;8,24207114070440e-02;0,65470036796916065;protestant;confessional;1838-02-07;1879-09-15;7501;1931-03-01
00835;Loeff;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Loeff;social;'s-Hertogenbosch;7957;8089;1628;0,450209347063483;0,4576662868824155;0,09210797654251472;99534;1120;2515;47554;394;3118;0,93122625621744404;7,71550542435280e-03;0,06105823835820311;catholic;confessional;1858-11-15;1896-05-05;1424;1921-07-10
00636;Jansen;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Jansen;social;Tilburg;10055;5646;1014;0,601555489081663;0,3377682808038675;0,06066066527042862;56139;1129;2598;50865;818;3746;0,91766043046058909;1,47576178534702e-02;0,06758195168594057;catholic;confessional;1824-06-04;1898-06-14;654;1901-11-13
00849;Lucasse;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Lucasse;social;Middelburg;4892;8019;568;0,362934935826100;0,5949094210688807;0,04213663028907627;111681;4850;6562;6828;8833;37199;0,12917139614074916;1,67101778282255e-01;0,70372682557699584;protestant;confessional;1852-02-09;1888-05-01;4350;1926-03-10
00245;W.K.F.P. van Bylandt;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Bylandt;social;Apeldoorn;12464;6320;8585;0,455405751032190;0,2309143498219553;0,31366819113652034;58966;783;2170;4735;5728;42185;0,08993693967482146;1,08798055006838e-01;0,80126500531834066;protestant;confessional;1841-12-04;1882-11-08;6351;1924-07-04
00040;L.H.J.M. Van Asch van Wijck;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Asch van Wijck;social;Ede;11431;3380;7589;0,510312500000000;0,1508894196090650;0,33878464263142671;52889;1755;3697;1722;8038;39435;0,03500355727208049;1,63390588474438e-01;0,80160585425348108;protestant;confessional;1858-03-28;1897-09-21;920;1934-03-13
00723;Van Kol;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kol;social;Enschede;23985;5765;5375;0,682846975088968;0,1641249232111786;0,15302122121923939;38199;693;1447;28195;2087;34650;0,43422349534898047;3,21413170701657e-02;0,53363518758085382;socialist;socialist;1852-05-23;1897-09-24;917;1925-08-22
01068;Pijnappel;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Pijnappel;social;Amsterdam I;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;120033;22297;212234;0,33853690730023350;6,28856849539152e-02;0,59857740774585122;liberal;liberal;1830-01-26;1866-11-19;12184;1906-01-31
00766;Kuyper;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Kuyper;social;Sliedrecht;4825;2222;1003;0,599378881987578;0,2760042942676619;0,12458272576121944;64261;7644;7617;1846;5823;38311;0,04014789038712483;1,26642018268813e-01;0,83321009134406276;protestant;confessional;1837-10-29;1874-03-20;9506;1920-11-08
00066;Bastert;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Bastert;social;Utrecht II;13291;23050;1186;0,354171663069257;0,6142186282188012;0,03160309632713359;247185;91;593;35993;5555;52349;0,38332428086094333;5,91605695602628e-02;0,55751514957879378;liberal;liberal;1826-11-05;1875-09-20;8957;1902-10-19
01498;De Waal Malefijt;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Waal Malefijt;social;Breukelen;0;0;0;NA;NA;NA;93077;6421;10242;16873;5272;20798;0,39291619123023547;1,22767389330042e-01;0,48431641943972242;protestant;confessional;1852-01-31;1897-09-21;920;1931-03-14
00951;Mutsaers;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Mutsaers;social;Waalwijk;0;0;0;NA;NA;NA;52094;2743;4507;30181;2568;9850;0,70849080964341882;6,02831052372121e-02;0,23122608511936901;catholic;confessional;1833-08-03;1889-03-19;4028;1907-02-12
01374;Travaglino;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Travaglino;social;Druten;1610;488;912;0,534883720930233;0,1620974407700092;0,30291989054577589;51195;4171;4362;29062;995;13248;0,67110033483431475;2,29765615979679e-02;0,30592310356771735;catholic;confessional;1831-09-19;1888-05-01;4350;1905-05-23
00862;Mackay;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Mackay;social;Kampen;7836;4226;4362;0,477106673161227;0,2572989065376701;0,26557507063969149;64231;2485;3201;3500;9933;31842;0,07730535615681942;2,19392600773054e-01;0,70330204307012700;protestant;confessional;1838-11-29;1876-05-02;8732;1909-11-13
01400;Van de Velde;0;Leerplichtwet 1901;1900-03-30;Tweede Kamer;Velde;social;Delft;6212;6537;764;0,459705468807815;0,4837399261533684;0,05653420136668858;90453;871;2950;17408;4312;26030;0,36456544502617799;9,03036649214660e-02;0,54513089005235604;protestant;confessional;1855-09-09;1890-04-29;3622;1919-05-28
